chrom	start	end	q	TIL-others	#cpg	p(MWU)	p(2dks)	TIL	others	10	11	12	13	14	15	16	17	18	Gene/Repeat type	Region
chr2	203940806	203941093	9.77e-06	-0.231706	20	1.16e-06	6.32e-09	0.24054	0.47225	0.37565833299999996	0.240544444	0.665433333	20	-0.13511833299999995	-0.424893333	chr2	203940824	203941824	LOC101927840	promoter
chr22	49962816	49963292	4.67e-08	-0.231356	32	4.1e-14	1.46e-11	0.39561999999999997	0.62698	0.608651042	0.39562283	0.6636354170000001	32	-0.213031042	-0.2680154170000001	chr22	49961865	49962865	MIR6821	promoter
chr1	24923663	24924093	1.33e-06	-0.229508	14	1.31e-08	6.38e-10	0.36433000000000004	0.5938399999999999	0.491630952	0.364333333	0.798261905	14	-0.12730095199999994	-0.433931905	chr1	24923328	24924328	LOC107984932	promoter
chrY	13703142	13703285	1.32e-08	-0.226206	13	4.35e-14	3.59e-12	0.56005	0.78625	0.719628205	0.560046154	0.9195	13	-0.15957820499999995	-0.35944999999999994	chrY	13702898	13703898	TMSB4Y	promoter
chr9	37531394	37532370	2.58e-12	-0.225962	24	4.43e-14	2.9700000000000004e-16	0.5338	0.75976	0.681034722	0.533797619	0.9172083329999999	24	-0.14723472199999998	-0.3834083329999999	chr9	37532274	37533274	FBXO10	promoter
chr9	120929487	120930171	3.67e-08	-0.219728	17	2.5e-13	1.1099999999999999e-11	0.49743000000000004	0.71716	0.635421569	0.49742857100000004	0.880627451	17	-0.13799156899999998	-0.3831974509999999	chr9	120929173	120930173	TRAF1	promoter
chr12	47210487	47211847	2.18e-06	-0.215848	19	4.23e-14	1.13e-09	0.56108	0.7769199999999999	0.722166667	0.5610760229999999	0.886438596	19	-0.16108666699999996	-0.32535859599999994	chr12	47211232	47212232	PCED1B	promoter
chr12	47210487	47211847	2.18e-06	-0.215848	19	4.23e-14	1.13e-09	0.56108	0.7769199999999999	0.722166667	0.5610760229999999	0.886438596	19	-0.16108666699999996	-0.32535859599999994	chr12	47211235	47212235	PCED1B	promoter
chr19	932194	932373	8.98e-09	-0.214496	11	4.76e-14	2.33e-12	0.66117	0.8756700000000001	0.8417575759999999	0.661170455	0.943484848	11	-0.18058757599999986	-0.28231484799999995	chr19	931814	932814	ARID3A	promoter
chr21	42403199	42406317	8.52e-13	-0.208308	70	4.33e-14	8.859999999999999e-17	0.20826	0.41656000000000004	0.351407143	0.208255556	0.54687619	70	-0.14314714299999998	-0.33861619	chr21	42402901	42403901	UBASH3A	promoter
chr21	42403199	42406317	8.52e-13	-0.208308	70	4.33e-14	8.859999999999999e-17	0.20826	0.41656000000000004	0.351407143	0.208255556	0.54687619	70	-0.14314714299999998	-0.33861619	chr21	42402903	42403903	UBASH3A	promoter
chr21	42403199	42406317	8.52e-13	-0.208308	70	4.33e-14	8.859999999999999e-17	0.20826	0.41656000000000004	0.351407143	0.208255556	0.54687619	70	-0.14314714299999998	-0.33861619	chr21	42402879	42403879	UBASH3A	promoter
chr15	70088742	70089355	2.81e-14	-0.203928	25	4.56e-14	2.24e-18	0.64304	0.8469700000000001	0.830298667	0.6430444439999999	0.8803200000000001	25	-0.18725866700000005	-0.23728000000000016	chr15	70088887	70089887	LOC105370877	promoter
chr2	190658726	190660268	7.240000000000002e-15	-0.20008099999999998	22	4.57e-14	5.199999999999999e-19	0.73753	0.93761	0.941007576	0.7375252529999999	0.93080303	22	-0.20347757599999994	-0.19327303	chr2	190658157	190659157	NAB1	promoter
chr17	78125052	78126144	1.27e-06	-0.19935	50	4.42e-14	6.07e-10	0.29377	0.49312	0.4047966670000001	0.29376583300000003	0.669753333	50	-0.11102666700000008	-0.375983333	chr17	78125223	78126223	TMC6	promoter
chr10	72216889	72217241	3.74e-06	-0.198	15	7.19e-14	2.12e-09	0.54442	0.74242	0.790122222	0.544422222	0.647022222	15	-0.24570222200000005	-0.10260222200000002	chr10	72215956	72216956	ASCC1	promoter
chr10	72216889	72217241	3.74e-06	-0.198	15	7.19e-14	2.12e-09	0.54442	0.74242	0.790122222	0.544422222	0.647022222	15	-0.24570222200000005	-0.10260222200000002	chr10	72216109	72217109	ASCC1	promoter
chr10	72216889	72217241	3.74e-06	-0.198	15	7.19e-14	2.12e-09	0.54442	0.74242	0.790122222	0.544422222	0.647022222	15	-0.24570222200000005	-0.10260222200000002	chr10	72216276	72217276	ASCC1	promoter
chr10	72216889	72217241	3.74e-06	-0.198	15	7.19e-14	2.12e-09	0.54442	0.74242	0.790122222	0.544422222	0.647022222	15	-0.24570222200000005	-0.10260222200000002	chr10	72217134	72218134	ASCC1	promoter
chrX	22037722	22040027	8.11e-20	-0.189935	43	3.72e-14	2.5499999999999998e-24	0.65198	0.84191	0.8151899220000001	0.6519767439999999	0.895356589	43	-0.16320992200000006	-0.2433765890000001	chrX	22037174	22038174	PHEX	promoter
chr4	8434712	8436352	4.24e-07	-0.183535	27	7.24e-11	1.73e-10	0.51056	0.69409	0.61504321	0.510559671	0.852197531	27	-0.10448320999999994	-0.34163753099999994	chr4	8436012	8437012	ACOX3	promoter
chr4	8434712	8436352	4.24e-07	-0.183535	27	7.24e-11	1.73e-10	0.51056	0.69409	0.61504321	0.510559671	0.852197531	27	-0.10448320999999994	-0.34163753099999994	chr4	8435316	8436316	LOC105374376	promoter
chr4	8434712	8436352	4.24e-07	-0.183535	27	7.24e-11	1.73e-10	0.51056	0.69409	0.61504321	0.510559671	0.852197531	27	-0.10448320999999994	-0.34163753099999994	chr4	8435318	8436318	LOC105374376	promoter
chr1	40392847	40393691	2.46e-06	-0.170285	16	2.65e-12	1.3e-09	0.67767	0.84795	0.799333333	0.677666667	0.9451875	16	-0.12166333299999996	-0.2675175	chr1	40392344	40393344	SMAP2	promoter
chr12	12111480	12111629	3.06e-06	-0.159485	11	6.82e-13	1.6800000000000004e-09	0.76393	0.9234100000000001	0.899015152	0.763929293	0.972212121	11	-0.13508515200000004	-0.208282121	chr12	12110951	12111951	MIR1244-4	promoter
chr18	13381347	13384080	3.85e-10	-0.156476	59	1.56e-13	7.24e-14	0.44738999999999995	0.60387	0.610259887	0.447391714	0.591084746	59	-0.16286988700000005	-0.1436947460000001	chr18	13381553	13382553	LDLRAD4	promoter
chr17	14303656	14304193	4.44e-06	-0.147393	39	5.54e-13	2.58e-09	0.31625	0.46363999999999994	0.481354701	0.316245014	0.428205128	39	-0.16510470100000002	-0.111955128	chr17	14302739	14303739	MGC12916	promoter
chr3	195258514	195259726	8.92e-06	-0.139493	39	1e-08	5.720000000000001e-09	0.4084	0.54789	0.550128205	0.408396011	0.543410256	39	-0.14172820500000005	-0.13501025600000005	chr3	195259501	195260501	XXYLT1	promoter
chr19	3494541	3495119	4.71e-06	-0.132996	26	4.84e-14	2.7600000000000004e-09	0.74205	0.8750399999999999	0.847019231	0.7420470090000001	0.9310897440000001	26	-0.104969231	-0.18903974400000007	chr19	3495114	3496114	LOC105372245	promoter
chr6	166307022	166307327	6.05e-07	-0.12490599999999999	33	8.229999999999998e-13	2.62e-10	0.10052	0.22541999999999998	0.203818182	0.100515152	0.26862626300000003	33	-0.10329818199999999	-0.16810626300000006	chr6	166306648	166307648	LOC107986669	promoter
