chrom	start	end	Tregs-NK	Tregs-Naive CD4 T	Tregs-Naive CD8 T	Tregs-CD4 TCM	Tregs-CD8 TCM	Tregs-CD8 TEMRA	Tregs-CD4 TEM	Tregs-CD8 TEM	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chr5	148574386	148574388	0.41733333333333344	0.6353333333333332	0.6190000000000001	0.5579999999999999	0.7120000000000001	0.5579999999999999	0.6435	0.6729999999999999	0.41733333333333344	0.7120000000000001	0.6020208333333333	0.5096770833333334
chrX	49263919	49263921	0.6706666666666667	0.6183333333333332	0.6666666666666667	0.4145	0.6320000000000001	0.6495	0.6295	0.5569999999999999	0.4145	0.6706666666666667	0.6047708333333333	0.5096354166666666
chr6	156905789	156905791	0.7140000000000001	0.7140000000000001	0.7140000000000001	0.5710000000000001	0.589	0.7140000000000001	0.406	0.483	0.406	0.7140000000000001	0.613125	0.5095625
chr10	201784	201786	0.6506666666666665	0.6339999999999999	0.6013333333333333	0.4785	0.4465000000000001	0.6305000000000001	0.5305	0.6085	0.4465000000000001	0.6506666666666665	0.5725625	0.50953125
chr12	56025087	56025089	0.6293333333333333	0.688	0.5706666666666667	0.47	0.4675	0.528	0.5654999999999999	0.4905	0.4675	0.688	0.5511874999999999	0.50934375
chr13	45162979	45162981	0.7163333333333334	0.41700000000000004	0.7164999999999999	0.446	0.6665	0.629	0.562	0.659	0.41700000000000004	0.7164999999999999	0.6015416666666666	0.5092708333333333
chr10	6044639	6044641	0.623	0.562	0.6006666666666668	0.4595	0.5890000000000001	0.514	0.552	0.5710000000000001	0.4595	0.623	0.5588958333333334	0.5091979166666667
chr11	18529266	18529268	0.5663333333333334	0.482	0.5693333333333334	0.5015	0.5309999999999999	0.611	0.5	0.5265	0.482	0.611	0.5359583333333333	0.5089791666666666
chr12	26282289	26282291	0.5455000000000001	0.5609999999999999	0.5373333333333334	0.5354999999999999	0.4869999999999999	0.4950000000000001	0.5609999999999999	0.5214999999999999	0.4869999999999999	0.5609999999999999	0.5304791666666666	0.5087395833333332
chr10	35011703	35011705	0.7340000000000001	0.615	0.7373333333333333	0.37	0.74	0.765	0.5225	0.688	0.37	0.765	0.6464791666666666	0.5082395833333333
chr6	38938703	38938705	0.7393333333333334	0.6110000000000002	0.6699999999999999	0.407	0.6425000000000001	0.637	0.5814999999999999	0.5875000000000001	0.407	0.7393333333333334	0.6094791666666667	0.5082395833333333
chr12	56031671	56031673	0.7783333333333332	0.6930000000000001	0.6326666666666667	0.597	0.40700000000000003	0.5875	0.5589999999999999	0.62	0.40700000000000003	0.7783333333333332	0.6093125	0.5081562500000001
chr7	56000184	56000186	0.9093333333333332	0.9003333333333332	0.8953333333333333	0.2865	0.8109999999999999	0.9065	0.43799999999999994	0.6914999999999999	0.2865	0.9093333333333332	0.7298124999999999	0.5081562499999999
chr20	5549405	5549407	0.4723333333333334	0.468	0.5863333333333334	0.458	0.6339999999999999	0.5509999999999999	0.6179999999999999	0.6744999999999999	0.458	0.6744999999999999	0.5577708333333333	0.5078854166666666
chr17	80741041	80741043	0.6105	0.6105	0.4393333333333334	0.609	0.5660000000000001	0.5985	0.5900000000000001	0.5860000000000001	0.4393333333333334	0.6105	0.5762291666666668	0.5077812500000001
chr8	103442671	103442673	0.6156666666666667	0.5835	0.6573333333333334	0.423	0.6285000000000001	0.6505000000000001	0.5539999999999999	0.6250000000000001	0.423	0.6573333333333334	0.5921875000000001	0.5075937500000001
chr12	132836298	132836300	0.8335	0.4243333333333333	0.5	0.54	0.5415	0.8125	0.625	0.45	0.4243333333333333	0.8335	0.5908541666666667	0.50759375
chr5	148399296	148399298	0.6618333333333333	0.6255000000000001	0.6251666666666666	0.424	0.5795	0.637	0.5605	0.613	0.424	0.6618333333333333	0.5908125	0.50740625
chr7	105187600	105187602	0.6779999999999999	0.6553333333333333	0.6846666666666668	0.4515000000000001	0.54	0.649	0.4275000000000001	0.6085	0.4275000000000001	0.6846666666666668	0.5868125000000001	0.5071562500000001
chr12	56023044	56023046	0.5920000000000001	0.564	0.5773333333333334	0.4550000000000001	0.5389999999999999	0.5545	0.602	0.5894999999999999	0.4550000000000001	0.602	0.5591666666666666	0.5070833333333333
chr6	137879331	137879333	0.5278333333333333	0.5971666666666667	0.5738333333333333	0.482	0.5055000000000001	0.5449999999999999	0.5295	0.495	0.482	0.5971666666666667	0.5319791666666667	0.5069895833333333
chr7	69790647	69790649	0.6436666666666667	0.6585	0.7783333333333334	0.40299999999999997	0.6884999999999999	0.5429999999999999	0.5329999999999999	0.6395	0.40299999999999997	0.7783333333333334	0.6109374999999999	0.50696875
chr12	56023178	56023180	0.6156666666666667	0.6273333333333334	0.602	0.4564999999999999	0.5535	0.4744999999999999	0.6014999999999999	0.5275000000000001	0.4564999999999999	0.6273333333333334	0.5573125	0.5069062499999999
chr12	56022959	56022961	0.6831666666666667	0.5178333333333334	0.5428333333333335	0.4365	0.5505000000000001	0.6230000000000001	0.6535000000000001	0.6104999999999999	0.4365	0.6831666666666667	0.5772291666666667	0.5068645833333334
chr19	5974816	5974818	0.7065000000000001	0.6388333333333334	0.4784999999999999	0.4600000000000001	0.4320000000000001	0.6679999999999999	0.6565	0.6135	0.4320000000000001	0.7065000000000001	0.5817291666666667	0.5068645833333334
chr10	6054505	6054507	0.6423333333333332	0.7456666666666667	0.7953333333333332	0.6890000000000001	0.3544999999999999	0.7325	0.595	0.7185	0.3544999999999999	0.7953333333333332	0.6591041666666666	0.5068020833333333
chr16	56826993	56826995	0.6673333333333333	0.6243333333333333	0.6199999999999999	0.4209999999999999	0.6694999999999999	0.6605	0.447	0.63	0.4209999999999999	0.6694999999999999	0.5924583333333332	0.5067291666666666
chr3	136826572	136826574	0.4896666666666666	0.591	0.4696666666666667	0.5745	0.591	0.579	0.47600000000000003	0.5780000000000001	0.4696666666666667	0.591	0.5436041666666667	0.5066354166666667
chr9	71762006	71762008	0.7344999999999999	0.6768333333333334	0.7951666666666666	0.3975	0.7645	0.7475	0.3805	0.5635000000000001	0.3805	0.7951666666666666	0.6325	0.5065
chr13	42056894	42056896	0.7006666666666667	0.7463333333333333	0.7556666666666668	0.4724999999999999	0.5825	0.6065	0.4195	0.462	0.4195	0.7556666666666668	0.5932083333333333	0.5063541666666667
chr10	17671667	17671669	0.5479999999999999	0.7090000000000001	0.6783333333333333	0.4365	0.6435	0.5830000000000001	0.5155000000000001	0.4935	0.4365	0.7090000000000001	0.5759166666666667	0.5062083333333334
chr2	58146894	58146896	0.6426666666666667	0.71	0.71	0.5205	0.5435000000000001	0.4355000000000001	0.5015000000000001	0.5489999999999999	0.4355000000000001	0.71	0.5765833333333334	0.5060416666666667
chr8	143321470	143321472	0.7435	0.378	0.6326666666666667	0.6045	0.7355	0.6935	0.6465000000000001	0.6385	0.378	0.7435	0.6340833333333332	0.5060416666666666
chr9	111908428	111908430	0.7626666666666667	0.6550000000000001	0.6906666666666667	0.4300000000000001	0.4775	0.5390000000000001	0.5415000000000001	0.56	0.4300000000000001	0.7626666666666667	0.5820416666666668	0.5060208333333335
chr1	12170768	12170770	0.5801666666666667	0.8361666666666667	0.7911666666666668	0.5095000000000001	0.7295	0.417	0.4244999999999999	0.47200000000000003	0.417	0.8361666666666667	0.595	0.506
chr10	14550573	14550575	0.5714999999999999	0.5798333333333334	0.5438333333333334	0.4695	0.546	0.5710000000000001	0.534	0.524	0.4695	0.5798333333333334	0.5424583333333334	0.5059791666666666
chr8	24387327	24387329	0.5466666666666667	0.6025	0.6763333333333333	0.6975	0.5690000000000001	0.4360000000000001	0.5905	0.4874999999999999	0.4360000000000001	0.6975	0.5757500000000001	0.5058750000000001
chr2	97902895	97902897	0.527	0.552	0.5086666666666667	0.5195000000000001	0.524	0.4970000000000001	0.4960000000000001	0.4985000000000001	0.4960000000000001	0.552	0.5153333333333334	0.5056666666666667
chr15	99271565	99271567	0.6300000000000001	0.5670000000000001	0.5559999999999999	0.627	0.6215	0.41700000000000004	0.667	0.667	0.41700000000000004	0.667	0.5940624999999999	0.50553125
chr1	40396238	40396240	0.66	0.7140000000000001	0.6585	0.4225	0.467	0.6725	0.4735	0.639	0.4225	0.7140000000000001	0.588375	0.5054375
chr6	111172749	111172751	0.5740000000000001	0.6	0.5630000000000001	0.5870000000000001	0.5704999999999999	0.5604999999999999	0.4625	0.4695	0.4625	0.6	0.548375	0.5054375
chr19	42131357	42131359	0.6233333333333334	0.5796666666666668	0.6339999999999999	0.42800000000000016	0.5990000000000001	0.617	0.6065	0.5745	0.42800000000000016	0.6339999999999999	0.5827500000000001	0.5053750000000001
chr2	213134189	213134191	0.6579999999999999	0.7086666666666668	0.7113333333333334	0.5255	0.67	0.4285	0.4575	0.4975000000000001	0.4285	0.7113333333333334	0.5821250000000001	0.5053125
chr8	125154119	125154121	0.9259999999999999	0.7363333333333333	0.8636666666666666	0.5115000000000001	0.335	0.75	0.6285000000000001	0.653	0.335	0.9259999999999999	0.6755	0.50525
chr2	28276135	28276137	0.7400000000000001	0.7386666666666666	0.7336666666666667	0.5105000000000001	0.4455	0.5310000000000001	0.4455	0.4375	0.4375	0.7400000000000001	0.5727916666666667	0.5051458333333334
chr2	213135875	213135877	0.535	0.555	0.5319999999999999	0.4815	0.4989999999999999	0.5105	0.5734999999999999	0.5405	0.4815	0.5734999999999999	0.5283749999999999	0.5049374999999999
chr7	93222131	93222133	0.624	0.5409999999999999	0.6339999999999999	0.4929999999999999	0.6029999999999999	0.47	0.475	0.4785	0.47	0.6339999999999999	0.5398124999999999	0.5049062499999999
chr2	37643362	37643364	0.589	0.5833333333333333	0.7053333333333334	0.3955	0.696	0.6619999999999999	0.5409999999999999	0.7410000000000001	0.3955	0.7410000000000001	0.6141458333333332	0.5048229166666666
chr5	90528456	90528458	0.6056666666666666	0.7236666666666667	0.5916666666666666	0.494	0.483	0.6055000000000001	0.5725	0.4445000000000001	0.4445000000000001	0.7236666666666667	0.5650625	0.5047812500000001
chr1	210536848	210536850	0.569	0.5706666666666667	0.4916666666666666	0.4994999999999999	0.524	0.5725	0.5859999999999999	0.4735	0.4735	0.5859999999999999	0.5358541666666666	0.5046770833333333
chr6	43223313	43223315	0.685	0.6643333333333334	0.6993333333333334	0.3910000000000001	0.5945	0.6675	0.589	0.6555	0.3910000000000001	0.6993333333333334	0.6182708333333333	0.5046354166666667
chr22	39151810	39151812	0.8616666666666667	0.6766666666666666	0.7879999999999999	0.403	0.5489999999999999	0.534	0.6050000000000001	0.4315	0.403	0.8616666666666667	0.6061041666666667	0.5045520833333333
chr1	40396307	40396309	0.5316666666666666	0.595	0.5536666666666668	0.495	0.5165	0.5595	0.4764999999999999	0.5325	0.4764999999999999	0.595	0.5325416666666666	0.5045208333333333
chr1	245361122	245361124	0.7003333333333333	0.6620000000000001	0.6743333333333335	0.529	0.488	0.451	0.5075	0.451	0.451	0.7003333333333333	0.5578958333333334	0.5044479166666667
chr1	149979941	149979943	0.4483333333333332	0.6463333333333334	0.6736666666666666	0.5215000000000001	0.466	0.5529999999999999	0.5885	0.5870000000000001	0.4483333333333332	0.6736666666666666	0.5605416666666666	0.5044374999999999
chr11	128553190	128553192	0.7755000000000001	0.5518333333333334	0.6761666666666668	0.561	0.8005	0.4165	0.4255	0.5315	0.4165	0.8005	0.5923125000000001	0.5044062500000001
chr9	137096453	137096455	0.7430000000000001	0.6519999999999999	0.74	0.415	0.4725	0.6609999999999999	0.556	0.51	0.415	0.7430000000000001	0.5936874999999999	0.50434375
chrX	2722868	2722870	0.5206666666666666	0.5223333333333333	0.5449999999999999	0.5115000000000001	0.4865	0.5225	0.524	0.5449999999999999	0.4865	0.5449999999999999	0.5221875	0.50434375
chr8	86441429	86441431	0.5168333333333334	0.5815	0.5285000000000001	0.4834999999999999	0.5120000000000001	0.5315	0.5505	0.4945000000000001	0.4834999999999999	0.5815	0.5248541666666666	0.5041770833333332
chr6	43222490	43222492	0.5806666666666666	0.5385	0.5853333333333334	0.4685	0.465	0.5805	0.5725	0.5555	0.465	0.5853333333333334	0.5433125	0.50415625
chr6	24345031	24345033	0.44666666666666666	0.667	0.5113333333333333	0.4670000000000001	0.667	0.6190000000000001	0.44799999999999995	0.667	0.44666666666666666	0.667	0.561625	0.5041458333333333
chr8	94682332	94682334	0.6859999999999999	0.7276666666666667	0.7240000000000001	0.4780000000000001	0.42	0.6245	0.4375	0.6085	0.42	0.7276666666666667	0.5882708333333334	0.5041354166666667
chr2	210431059	210431061	0.6006666666666667	0.6233333333333334	0.4486666666666668	0.618	0.624	0.623	0.6110000000000001	0.435	0.435	0.624	0.5729583333333333	0.5039791666666666
chr8	97798928	97798930	0.5926666666666667	0.6136666666666666	0.7123333333333333	0.443	0.5630000000000002	0.4799999999999999	0.5149999999999999	0.6000000000000001	0.443	0.7123333333333333	0.5649583333333332	0.5039791666666666
chr15	63708756	63708758	0.5915	0.618	0.618	0.45799999999999996	0.4515	0.5750000000000001	0.535	0.6015	0.4515	0.618	0.5560625	0.5037812500000001
chr16	56827038	56827040	0.8875	0.7324999999999999	0.7028333333333332	0.3315	0.7995	0.826	0.4395000000000001	0.6875	0.3315	0.8875	0.6758541666666666	0.5036770833333333
chr2	197992670	197992672	0.4763333333333333	0.7066666666666666	0.633	0.4585	0.6580000000000001	0.4990000000000001	0.4515	0.5635000000000001	0.4515	0.7066666666666666	0.5558125	0.50365625
chr1	12203755	12203757	0.6516666666666666	0.6016666666666666	0.6486666666666667	0.461	0.47600000000000003	0.5115000000000001	0.5185	0.4995	0.461	0.6516666666666666	0.5460625	0.50353125
chr12	62309386	62309388	0.691	0.413	0.6913333333333335	0.579	0.6719999999999999	0.6629999999999999	0.4795	0.5505	0.413	0.6913333333333335	0.5924166666666666	0.5027083333333333
chr12	12560304	12560306	0.5586666666666665	0.621	0.5933333333333333	0.4545	0.5825	0.5830000000000001	0.4864999999999999	0.526	0.4545	0.621	0.5506875	0.50259375
chrX	49258530	49258532	0.5223333333333333	0.4933333333333333	0.5599999999999998	0.5135	0.483	0.5455	0.5415	0.517	0.483	0.5599999999999998	0.5220208333333334	0.5025104166666667
chr3	114297678	114297680	0.7649999999999999	0.758	0.7869999999999999	0.5714999999999999	0.488	0.479	0.647	0.3935	0.3935	0.7869999999999999	0.611125	0.5023125
chr7	8141366	8141368	0.6716666666666666	0.6463333333333334	0.6926666666666665	0.3895	0.667	0.6759999999999999	0.483	0.6905000000000001	0.3895	0.6926666666666665	0.6145833333333333	0.5020416666666666
chr16	11792618	11792620	0.5806666666666668	0.44	0.5113333333333333	0.4655	0.598	0.6485000000000001	0.6565	0.612	0.44	0.6565	0.5640624999999999	0.5020312499999999
chr6	156866834	156866836	0.7031666666666666	0.6768333333333333	0.7421666666666668	0.4360000000000001	0.7395	0.5895	0.424	0.413	0.413	0.7421666666666668	0.5905208333333334	0.5017604166666667
chr8	86442083	86442085	0.551	0.597	0.5586666666666665	0.45399999999999996	0.597	0.5640000000000001	0.5255	0.5485	0.45399999999999996	0.597	0.5494583333333334	0.5017291666666667
chr10	32308758	32308760	0.7386666666666667	0.7683333333333333	0.8193333333333334	0.3975	0.46799999999999997	0.667	0.4015	0.5860000000000001	0.3975	0.8193333333333334	0.6057916666666667	0.5016458333333333
chr10	88902001	88902003	0.926	0.7216666666666667	0.8316666666666666	0.365	0.4485	0.6585	0.5599999999999999	0.594	0.365	0.926	0.6381666666666667	0.5015833333333333
chr10	6055041	6055043	0.6231666666666666	0.6198333333333332	0.6311666666666667	0.4715	0.5255	0.5539999999999999	0.5415	0.4504999999999999	0.4504999999999999	0.6311666666666667	0.5521458333333333	0.5013229166666666
chr7	137942592	137942594	0.7040000000000001	0.6795	0.74	0.728	0.4135	0.4654999999999999	0.4155	0.5670000000000001	0.4135	0.74	0.589125	0.5013125
chr1	56495749	56495751	0.5521666666666666	0.5471666666666667	0.4938333333333334	0.481	0.5125	0.5495	0.4804999999999999	0.5575	0.4804999999999999	0.5575	0.5217708333333334	0.5011354166666666
chr2	213017031	213017033	0.394	0.7446666666666666	0.7206666666666667	0.5135	0.604	0.665	0.5790000000000001	0.6449999999999999	0.394	0.7446666666666666	0.6082291666666666	0.5011145833333333
chr12	56032397	56032399	0.6688333333333334	0.6458333333333335	0.4175	0.5505	0.459	0.7	0.6005	0.6335	0.4175	0.7	0.5844583333333333	0.5009791666666666
chr6	43222233	43222235	0.6656666666666666	0.51	0.5766666666666667	0.441	0.5634999999999999	0.6100000000000001	0.5015000000000001	0.619	0.441	0.6656666666666666	0.5609166666666666	0.5009583333333333
chr16	87486506	87486508	0.5525	0.4965	0.5468333333333333	0.4980000000000001	0.4974999999999999	0.5254999999999999	0.4825	0.552	0.4825	0.5525	0.5189166666666667	0.5007083333333333
chr14	64483071	64483073	0.7905	0.7651666666666668	0.8118333333333334	0.47600000000000003	0.583	0.6375	0.4	0.39399999999999996	0.39399999999999996	0.8118333333333334	0.6072500000000001	0.500625
chr7	8141498	8141500	0.7440000000000001	0.7636666666666667	0.8086666666666666	0.3355	0.7160000000000001	0.743	0.501	0.7120000000000001	0.3355	0.8086666666666666	0.6654791666666667	0.5004895833333334
chr1	6965606	6965608	0.4500000000000001	0.6983333333333335	0.6846666666666668	0.4900000000000001	0.649	0.6180000000000001	0.4845	0.4370000000000001	0.4370000000000001	0.6983333333333335	0.5639375000000001	0.5004687500000001
chr16	50172673	50172675	0.741	0.75	0.7023333333333334	0.41700000000000004	0.5589999999999999	0.5225	0.43799999999999994	0.5415	0.41700000000000004	0.75	0.5839166666666666	0.5004583333333333
chr3	60189716	60189718	0.9476666666666668	1.0	0.9776666666666666	0.484	0.528	0.6	0.3245	0.5485	0.3245	1.0	0.6762916666666666	0.5003958333333334
chr7	55473031	55473033	0.6428333333333334	0.5598333333333333	0.5111666666666667	0.5935	0.424	0.6469999999999999	0.5985	0.635	0.424	0.6469999999999999	0.5764791666666667	0.5002395833333333
chr7	8143095	8143097	0.6403333333333332	0.6126666666666665	0.6216666666666666	0.421	0.5900000000000001	0.603	0.5720000000000001	0.573	0.421	0.6403333333333332	0.5792083333333333	0.5001041666666667
chr9	42029817	42029819	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
chr7	114313692	114313694	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
chr13	113543231	113543233	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
chr10	6060237	6060239	0.8835000000000001	0.8138333333333335	0.9225	0.6145	0.4615	0.382	0.369	0.601	0.369	0.9225	0.6309791666666666	0.4999895833333333
chrX	49262150	49262152	0.5668333333333334	0.5398333333333334	0.5695	0.4715	0.5575000000000001	0.4735	0.5075000000000001	0.54	0.4715	0.5695	0.5282708333333334	0.49988541666666664
chr12	130458732	130458734	0.5955	0.8909999999999999	0.7845	0.679	0.647	0.5785	0.361	0.5710000000000001	0.361	0.8909999999999999	0.6384375	0.49971875
chr12	12482958	12482960	0.6498333333333334	0.6228333333333333	0.5975	0.4485	0.6005	0.633	0.4259999999999999	0.609	0.4259999999999999	0.6498333333333334	0.5733958333333333	0.49969791666666663
chr7	8144336	8144338	0.6156666666666667	0.4243333333333333	0.4836666666666668	0.524	0.69	0.7175	0.4675	0.677	0.4243333333333333	0.7175	0.5749583333333335	0.49964583333333334
chr6	149480103	149480105	0.696	0.6796666666666666	0.6763333333333332	0.3765000000000001	0.6199999999999999	0.6855	0.595	0.6525	0.3765000000000001	0.696	0.6226875	0.49959375000000006
chr6	149478954	149478956	0.6180000000000001	0.6376666666666666	0.6403333333333332	0.425	0.5660000000000001	0.6325000000000001	0.49200000000000005	0.5805	0.425	0.6403333333333332	0.574	0.49949999999999994
chr5	87282945	87282947	0.71	0.4450000000000001	0.4263333333333333	0.4290000000000001	0.5500000000000002	0.7609999999999999	0.54	0.7170000000000001	0.4263333333333333	0.7609999999999999	0.5722916666666666	0.49931249999999994
chrX	49260794	49260796	0.5645	0.6048333333333333	0.6265000000000001	0.4460000000000001	0.5650000000000002	0.5905	0.48200000000000004	0.5409999999999999	0.4460000000000001	0.6265000000000001	0.5525416666666667	0.49927083333333344
chr12	56031766	56031768	0.7669999999999999	0.7329999999999999	0.5673333333333332	0.504	0.3915	0.7215	0.536	0.6360000000000001	0.3915	0.7669999999999999	0.6070416666666666	0.49927083333333333
chr6	131265783	131265785	0.7750000000000001	0.6889999999999998	0.7766666666666666	0.3745000000000001	0.6924999999999999	0.6655	0.4215	0.5974999999999999	0.3745000000000001	0.7766666666666666	0.6240208333333334	0.49926041666666676
chr11	122687467	122687469	0.6956666666666665	0.75	0.6873333333333335	0.4490000000000001	0.6185	0.4330000000000001	0.4300000000000001	0.4815	0.4300000000000001	0.75	0.568125	0.4990625000000001
chr4	165233151	165233153	0.7510000000000001	0.833	0.6523333333333334	0.611	0.6855	0.35600000000000004	0.6379999999999999	0.6094999999999999	0.35600000000000004	0.833	0.6420416666666666	0.49902083333333336
chr11	44834576	44834578	0.5760000000000001	0.7023333333333334	0.41700000000000004	0.6695	0.607	0.5509999999999999	0.5925	0.5309999999999999	0.41700000000000004	0.7023333333333334	0.5807916666666667	0.49889583333333337
chr10	17656562	17656564	0.6591666666666667	0.6235	0.6461666666666667	0.413	0.532	0.6205	0.5329999999999999	0.6509999999999999	0.413	0.6591666666666667	0.5847916666666666	0.4988958333333333
chr15	59141028	59141030	0.6935	0.7655000000000001	0.7125000000000001	0.5045	0.5569999999999999	0.6080000000000001	0.3915	0.6175000000000002	0.3915	0.7655000000000001	0.60625	0.49887499999999996
chr12	57708869	57708871	0.5816666666666668	0.5713333333333334	0.6003333333333334	0.522	0.5935	0.5985	0.4375000000000001	0.5770000000000001	0.4375000000000001	0.6003333333333334	0.5602291666666667	0.4988645833333334
chr3	29282723	29282725	0.5409999999999999	0.5243333333333333	0.5479999999999999	0.4855	0.532	0.516	0.4805	0.51	0.4805	0.5479999999999999	0.5171666666666667	0.49883333333333335
chr10	124960436	124960438	0.5740000000000001	0.583	0.579	0.58	0.563	0.5489999999999999	0.446	0.539	0.446	0.583	0.5516249999999999	0.4988125
chr14	35061850	35061852	0.6066666666666667	0.4375000000000001	0.502	0.5810000000000001	0.4595	0.652	0.652	0.59	0.4375000000000001	0.652	0.5600833333333334	0.49879166666666674
chr22	39151682	39151683	0.787	0.623	0.8460000000000001	0.5245000000000001	0.5640000000000001	0.479	0.4105	0.4620000000000001	0.4105	0.8460000000000001	0.5870000000000001	0.49875
chr10	119727503	119727505	0.7491666666666666	0.5428333333333333	0.7118333333333333	0.384	0.6265	0.6764999999999999	0.5185	0.6985	0.384	0.7491666666666666	0.6134791666666667	0.49873958333333335
chr10	32342825	32342827	0.5993333333333333	0.7020000000000001	0.6796666666666666	0.4235	0.625	0.4945	0.4925	0.5725	0.4235	0.7020000000000001	0.5736249999999999	0.49856249999999996
chr1	154418546	154418548	0.7796666666666667	0.609	0.7273333333333334	0.343	0.6910000000000001	0.7989999999999999	0.5734999999999999	0.7095	0.343	0.7989999999999999	0.654	0.49850000000000005
chr14	102220054	102220056	0.7381666666666667	0.7741666666666667	0.8251666666666668	0.3355	0.667	0.758	0.5015	0.6905	0.3355	0.8251666666666668	0.6612500000000001	0.49837500000000007
chr9	122940566	122940568	0.6381666666666668	0.4515000000000002	0.5828333333333333	0.6445000000000001	0.4715000000000001	0.5894999999999999	0.4675000000000001	0.5154999999999998	0.4515000000000002	0.6445000000000001	0.5451250000000001	0.49831250000000016
chr7	1827797	1827799	0.7690000000000001	0.7143333333333334	0.7213333333333334	0.5130000000000001	0.6240000000000001	0.3815	0.6365000000000001	0.56	0.3815	0.7690000000000001	0.6149583333333335	0.4982291666666667
chr6	149480603	149480605	0.743	0.758	0.7486666666666667	0.401	0.399	0.733	0.392	0.6609999999999999	0.392	0.758	0.6044583333333333	0.49822916666666667
chr18	13383363	13383365	0.8306666666666666	0.6480000000000001	0.777	0.3220000000000001	0.7350000000000001	0.765	0.5479999999999999	0.767	0.3220000000000001	0.8306666666666666	0.6740833333333334	0.4980416666666667
chr10	17651107	17651109	0.6388333333333334	0.5421666666666667	0.38316666666666666	0.4325	0.6950000000000001	0.8170000000000001	0.662	0.7305	0.38316666666666666	0.8170000000000001	0.6126458333333333	0.49790625
chr12	56023049	56023051	0.5349999999999999	0.5585	0.5549999999999999	0.4645	0.5135	0.523	0.5645	0.5359999999999999	0.4645	0.5645	0.53125	0.497875
chr10	17656976	17656978	0.7163333333333333	0.609	0.6516666666666666	0.4164999999999999	0.5509999999999999	0.7415	0.3905	0.7649999999999999	0.3905	0.7649999999999999	0.6051875	0.49784375000000003
chr5	75525867	75525869	0.7843333333333333	0.5833333333333333	0.7103333333333333	0.379	0.397	0.7659999999999999	0.5845	0.7285000000000001	0.379	0.7843333333333333	0.6166250000000001	0.49781250000000005
chr2	213124226	213124228	0.5008333333333332	0.5111666666666668	0.4728333333333334	0.48	0.5705	0.5834999999999999	0.4985	0.565	0.4728333333333334	0.5834999999999999	0.5227916666666667	0.4978125
chr12	123120220	123120222	0.7373333333333333	0.6253333333333334	0.6356666666666666	0.405	0.556	0.6525	0.6014999999999999	0.5115000000000001	0.405	0.7373333333333333	0.5906041666666666	0.4978020833333333
chr3	114325454	114325456	0.7576666666666667	0.9	0.7983333333333335	0.4770000000000001	0.3365	0.775	0.6090000000000001	0.619	0.3365	0.9	0.6590625	0.49778125
chr3	196563727	196563729	0.7893333333333332	0.8156666666666667	0.8483333333333333	0.3375	0.647	0.7979999999999999	0.3315	0.7434999999999999	0.3315	0.8483333333333333	0.6638541666666666	0.4976770833333333
chr12	12456621	12456623	0.6926666666666667	0.72	0.72	0.43	0.482	0.6920000000000001	0.3945	0.6745	0.3945	0.72	0.6007083333333334	0.49760416666666674
chr6	156795290	156795292	0.7506666666666666	0.7156666666666667	0.769	0.3655000000000001	0.6455000000000001	0.7254999999999999	0.41	0.6525	0.3655000000000001	0.769	0.6292916666666666	0.49739583333333337
chr6	137879501	137879503	0.5961666666666666	0.6594999999999999	0.6118333333333333	0.434	0.505	0.5925	0.5715	0.5149999999999999	0.434	0.6594999999999999	0.5606875	0.49734375
chr10	6059827	6059829	0.8276666666666666	0.8963333333333334	0.8703333333333334	0.6225	0.4769999999999999	0.373	0.4525000000000001	0.453	0.373	0.8963333333333334	0.6215416666666668	0.4972708333333334
chr15	85031944	85031946	0.5783333333333334	0.5506666666666666	0.5533333333333332	0.455	0.5339999999999999	0.5795	0.5035	0.5615	0.455	0.5795	0.5394791666666666	0.4972395833333333
chr14	63725677	63725679	0.5093333333333334	0.636	0.6123333333333333	0.5085	0.4955000000000001	0.4675	0.4730000000000001	0.5115000000000001	0.4675	0.636	0.5267083333333333	0.4971041666666667
chr22	39151681	39151682	0.787	0.623	0.8210000000000001	0.5245000000000001	0.5625000000000001	0.479	0.4105	0.4620000000000001	0.4105	0.8210000000000001	0.5836875	0.49709375
chr10	17654322	17654324	0.5138333333333334	0.5555	0.5555	0.5405	0.484	0.5555	0.4675	0.5395	0.4675	0.5555	0.5264791666666666	0.4969895833333333
chr2	213133073	213133075	0.5153333333333333	0.588	0.5449999999999999	0.5224999999999999	0.5	0.4659999999999999	0.5569999999999999	0.5299999999999999	0.4659999999999999	0.588	0.5279791666666666	0.4969895833333332
chr7	8144186	8144188	0.6181666666666666	0.5821666666666666	0.6251666666666666	0.4225	0.5369999999999999	0.6559999999999999	0.534	0.5965	0.4225	0.6559999999999999	0.5714374999999999	0.49696874999999996
chr2	55186991	55186993	0.633	0.6819999999999999	0.6819999999999999	0.37200000000000005	0.6619999999999999	0.6819999999999999	0.639	0.623	0.37200000000000005	0.6819999999999999	0.621875	0.49693750000000003
