chrom	start	end	Average delta rank	Minimum delta rank	Naive CD4 T-Naive CD8 T	Naive CD4 T-Mono	Naive CD4 T-NK	Naive CD4 T-B_cell	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2	(Minimum delta rank+Average delta rank)/2
chr1	935891	935893	138	183	0.03366666666666657	0.3169999999999999	0.15950000000000006	0.0699999999999999	0.03366666666666657	0.3169999999999999	0.14504166666666662	0.0893541666666666	160.5
chr1	925067	925069	146	176	0.15516666666666673	0.2145	0.15850000000000006	0.03816666666666668	0.03816666666666668	0.2145	0.14158333333333334	0.08987500000000001	161.0
chr1	931639	931641	162	161	0.15566666666666662	0.19066666666666665	0.046666666666666634	0.09766666666666668	0.046666666666666634	0.19066666666666665	0.12266666666666665	0.08466666666666664	161.5
chr1	926590	926592	207	117	0.06883333333333341	0.08283333333333343	0.12450000000000006	0.07683333333333342	0.06883333333333341	0.12450000000000006	0.08825000000000008	0.07854166666666675	162.0
chr1	938345	938347	165	164	0.11066666666666668	0.08899999999999998	0.24666666666666665	0.042	0.042	0.24666666666666665	0.12208333333333332	0.08204166666666667	164.5
chr1	924185	924187	152	177	0.275	0.037000000000000005	0.07133333333333333	0.14933333333333335	0.037000000000000005	0.275	0.13316666666666668	0.08508333333333334	164.5
chr1	940950	940952	122	208	0.20266666666666666	0.021000000000000005	0.12666666666666665	0.2873333333333334	0.021000000000000005	0.2873333333333334	0.15941666666666668	0.09020833333333333	165.0
chr1	923842	923844	175	158	0.08833333333333332	0.04699999999999999	0.1383333333333333	0.16666666666666666	0.04699999999999999	0.16666666666666666	0.11008333333333332	0.07854166666666666	166.5
chr1	940764	940766	179	155	0.07300000000000002	0.048333333333333325	0.098	0.21700000000000005	0.048333333333333325	0.21700000000000005	0.10908333333333337	0.07870833333333335	167.0
chr1	939803	939805	131	209	0.29900000000000004	0.02066666666666667	0.09633333333333333	0.1865000000000001	0.02066666666666667	0.29900000000000004	0.15062500000000004	0.08564583333333335	170.0
chr1	923260	923262	170	172	0.03933333333333334	0.17666666666666667	0.11633333333333333	0.136	0.03933333333333334	0.17666666666666667	0.11708333333333333	0.07820833333333334	171.0
chr1	924562	924564	185	157	0.04766666666666667	0.1	0.1415	0.134	0.04766666666666667	0.1415	0.10579166666666667	0.07672916666666667	171.0
chr1	925115	925117	143	200	0.024333333333333318	0.3041666666666667	0.15166666666666664	0.08900000000000002	0.024333333333333318	0.3041666666666667	0.14229166666666665	0.08331249999999998	171.5
chr1	940587	940589	142	204	0.2043333333333333	0.022333333333333344	0.1763333333333333	0.16766666666666669	0.022333333333333344	0.2043333333333333	0.14266666666666666	0.0825	173.0
chr1	930803	930805	176	170	0.04033333333333333	0.09999999999999988	0.16666666666666666	0.1333333333333333	0.04033333333333333	0.16666666666666666	0.11008333333333327	0.0752083333333333	173.0
chr1	924883	924885	194	153	0.1036666666666667	0.05066666666666668	0.13116666666666665	0.11733333333333333	0.05066666666666668	0.13116666666666665	0.10070833333333334	0.07568750000000002	173.5
chr1	930426	930428	215	134	0.059999999999999824	0.06566666666666665	0.1163333333333334	0.08966666666666667	0.059999999999999824	0.1163333333333334	0.08291666666666664	0.07145833333333323	174.5
chr1	924601	924603	166	186	0.03350000000000003	0.0325	0.2225000000000001	0.18983333333333333	0.0325	0.2225000000000001	0.11958333333333335	0.07604166666666667	176.0
chr1	935062	935064	156	203	0.022499999999999853	0.08299999999999996	0.3204999999999999	0.09249999999999993	0.022499999999999853	0.3204999999999999	0.1296249999999999	0.07606249999999988	179.5
chr1	928163	928165	196	165	0.08633333333333337	0.134	0.134	0.041999999999999926	0.041999999999999926	0.134	0.09908333333333333	0.07054166666666663	180.5
chr1	937074	937076	216	148	0.05433333333333335	0.057333333333333465	0.09533333333333338	0.1236666666666667	0.05433333333333335	0.1236666666666667	0.08266666666666672	0.06850000000000003	182.0
chr1	928654	928656	167	202	0.2950000000000001	0.10200000000000008	0.05633333333333335	0.022666666666666724	0.022666666666666724	0.2950000000000001	0.11900000000000005	0.07083333333333339	184.5
chr1	927287	927289	230	140	0.06400000000000006	0.08533333333333347	0.05633333333333335	0.06333333333333346	0.05633333333333335	0.08533333333333347	0.06725000000000009	0.06179166666666672	185.0
chr1	941273	941275	169	201	0.15333333333333338	0.023333333333333345	0.18333333333333326	0.11033333333333337	0.023333333333333345	0.18333333333333326	0.11758333333333335	0.07045833333333335	185.0
chr1	924175	924177	198	178	0.037000000000000005	0.113	0.07666666666666667	0.16666666666666666	0.037000000000000005	0.16666666666666666	0.09833333333333333	0.06766666666666667	188.0
chr1	940826	940828	188	193	0.1443333333333333	0.19233333333333336	0.02766666666666666	0.05066666666666668	0.02766666666666666	0.19233333333333336	0.10375	0.06570833333333333	190.5
chr1	940656	940658	190	191	0.138	0.029000000000000026	0.16366666666666668	0.08166666666666668	0.029000000000000026	0.16366666666666668	0.10308333333333336	0.06604166666666669	190.5
chr1	934993	934995	160	221	0.04299999999999998	0.12050000000000005	0.014500000000000013	0.3195	0.014500000000000013	0.3195	0.124375	0.06943750000000001	190.5
chr1	923333	923335	172	210	0.3038333333333333	0.01916666666666669	0.03016666666666669	0.11083333333333334	0.01916666666666669	0.3038333333333333	0.116	0.06758333333333334	191.0
chr1	923781	923783	195	189	0.2830000000000001	0.039333333333333324	0.04566666666666667	0.029666666666666668	0.029666666666666668	0.2830000000000001	0.0994166666666667	0.06454166666666668	192.0
chr1	924732	924734	181	205	0.2923333333333333	0.03416666666666668	0.022333333333333344	0.08366666666666664	0.022333333333333344	0.2923333333333333	0.108125	0.06522916666666667	193.0
chr1	930364	930366	232	171	0.040000000000000036	0.06666666666666665	0.06466666666666665	0.09566666666666668	0.040000000000000036	0.09566666666666668	0.06675	0.05337500000000002	201.5
chr1	937786	937788	214	190	0.02966666666666662	0.133	0.1383333333333333	0.032333333333333325	0.02966666666666662	0.1383333333333333	0.08333333333333331	0.05649999999999997	202.0
chr1	940596	940598	206	198	0.17333333333333334	0.03600000000000002	0.02500000000000001	0.12233333333333332	0.02500000000000001	0.17333333333333334	0.08916666666666667	0.05708333333333334	202.0
chr1	929301	929303	221	185	0.04333333333333345	0.1323333333333334	0.09366666666666668	0.03266666666666662	0.03266666666666662	0.1323333333333334	0.07550000000000004	0.05408333333333333	203.0
chr1	940646	940648	191	218	0.12300000000000001	0.016333333333333342	0.06400000000000003	0.2073333333333333	0.016333333333333342	0.2073333333333333	0.10266666666666666	0.0595	204.5
chr1	932590	932592	238	174	0.03899999999999992	0.06666666666666665	0.06233333333333335	0.06633333333333324	0.03899999999999992	0.06666666666666665	0.058583333333333286	0.0487916666666666	206.0
chr1	925559	925561	199	216	0.12433333333333332	0.22333333333333333	0.016666666666666663	0.02766666666666668	0.016666666666666663	0.22333333333333333	0.098	0.05733333333333333	207.5
chr1	937234	937236	174	243	0.0040000000000000036	0.06233333333333324	0.20466666666666666	0.18166666666666664	0.0040000000000000036	0.20466666666666666	0.11316666666666665	0.05858333333333333	208.5
chr1	929258	929260	231	188	0.04799999999999982	0.09466666666666657	0.03133333333333321	0.09466666666666657	0.03133333333333321	0.09466666666666657	0.06716666666666654	0.04924999999999988	209.5
chr1	925088	925090	213	206	0.02166666666666669	0.034333333333333355	0.22216666666666665	0.05600000000000002	0.02166666666666669	0.22216666666666665	0.08354166666666668	0.05260416666666669	209.5
chr1	941299	941301	203	217	0.223	0.06933333333333334	0.06266666666666666	0.016333333333333342	0.016333333333333342	0.223	0.09283333333333334	0.05458333333333334	210.0
chr1	929692	929694	225	195	0.04933333333333334	0.026666666666666616	0.11	0.11	0.026666666666666616	0.11	0.07399999999999997	0.05033333333333329	210.0
chr1	937004	937006	233	187	0.03166666666666651	0.037999999999999916	0.1309999999999999	0.06433333333333313	0.03166666666666651	0.1309999999999999	0.06624999999999986	0.04895833333333319	210.0
chr1	941322	941324	197	224	0.14533333333333334	0.07633333333333334	0.1593333333333333	0.013999999999999985	0.013999999999999985	0.1593333333333333	0.09875	0.056374999999999995	210.5
chr1	924696	924698	204	219	0.17800000000000002	0.01566666666666669	0.05566666666666667	0.12133333333333338	0.01566666666666669	0.17800000000000002	0.09266666666666667	0.05416666666666668	211.5
chr1	939289	939291	208	215	0.04733333333333334	0.20000000000000007	0.08899999999999998	0.016666666666666833	0.016666666666666833	0.20000000000000007	0.08825000000000005	0.05245833333333344	211.5
chr1	941440	941442	193	232	0.059	0.01033333333333336	0.2686666666666666	0.0666666666666666	0.01033333333333336	0.2686666666666666	0.10116666666666664	0.05575	212.5
chr1	925591	925593	205	222	0.132	0.18083333333333326	0.014333333333333325	0.04266666666666667	0.014333333333333325	0.18083333333333326	0.09245833333333332	0.05339583333333332	213.5
chr1	926156	926158	220	207	0.10466666666666664	0.09199999999999996	0.08700000000000002	0.021333333333333367	0.021333333333333367	0.10466666666666664	0.07625	0.048791666666666685	213.5
chr1	925581	925583	180	248	0.09433333333333334	0.3045	0.000999999999999987	0.03333333333333334	0.000999999999999987	0.3045	0.10829166666666666	0.054645833333333324	214.0
chr1	940530	940532	183	245	0.159	0.003333333333333327	0.031	0.23733333333333345	0.003333333333333327	0.23733333333333345	0.10766666666666667	0.0555	214.0
chr1	940640	940642	192	238	0.1906666666666667	0.005666666666666667	0.05333333333333337	0.15933333333333338	0.005666666666666667	0.1906666666666667	0.10225000000000004	0.05395833333333335	215.0
chr1	926664	926666	234	196	0.042333333333333216	0.02633333333333332	0.08433333333333337	0.10166666666666656	0.02633333333333332	0.10166666666666656	0.06366666666666662	0.04499999999999997	215.0
chr1	926167	926169	239	192	0.05566666666666667	0.048666666666666664	0.07333333333333335	0.027999999999999997	0.027999999999999997	0.07333333333333335	0.051416666666666666	0.03970833333333333	215.5
chr1	924221	924223	201	233	0.07433333333333335	0.21566666666666667	0.010333333333333332	0.08599999999999998	0.010333333333333332	0.21566666666666667	0.09658333333333333	0.05345833333333333	217.0
chr1	925640	925642	243	194	0.0266666666666667	0.06283333333333332	0.02766666666666668	0.07983333333333334	0.0266666666666667	0.07983333333333334	0.04925000000000001	0.03795833333333336	218.5
chr1	931358	931360	210	231	0.011666666666666492	0.1326666666666665	0.14549999999999985	0.054333333333333116	0.011666666666666492	0.14549999999999985	0.08604166666666649	0.04885416666666649	220.5
chr1	940453	940455	229	212	0.025	0.017333333333333367	0.15033333333333335	0.08499999999999999	0.017333333333333367	0.15033333333333335	0.06941666666666667	0.04337500000000002	220.5
chr1	937725	937727	245	197	0.02500000000000013	0.046666666666666745	0.046666666666666745	0.046666666666666745	0.02500000000000013	0.046666666666666745	0.041250000000000085	0.033125000000000106	221.0
chr1	933189	933191	223	220	0.09133333333333328	0.07599999999999985	0.015666666666666496	0.11699999999999999	0.015666666666666496	0.11699999999999999	0.0749999999999999	0.0453333333333332	221.5
chr1	940784	940786	202	242	0.2270000000000001	0.049666666666666665	0.004333333333333328	0.09066666666666666	0.004333333333333328	0.2270000000000001	0.09291666666666668	0.048625	222.0
chr1	925575	925577	222	223	0.10766666666666667	0.16533333333333333	0.014333333333333325	0.014000000000000012	0.014000000000000012	0.16533333333333333	0.07533333333333334	0.044666666666666674	222.5
chr1	935727	935729	219	226	0.16966666666666658	0.11533333333333334	0.023333333333333317	0.013333333333333308	0.013333333333333308	0.16966666666666658	0.08041666666666664	0.04687499999999997	222.5
chr1	930220	930222	247	199	0.024333333333333318	0.04166666666666663	0.04166666666666663	0.04166666666666663	0.024333333333333318	0.04166666666666663	0.0373333333333333	0.03083333333333331	223.0
chr1	925511	925513	212	235	0.008999999999999994	0.1403333333333333	0.028333333333333325	0.15966666666666668	0.008999999999999994	0.15966666666666668	0.08433333333333333	0.04666666666666666	223.5
chr1	937087	937089	236	211	0.06400000000000006	0.08333333333333337	0.017333333333333426	0.08333333333333337	0.017333333333333426	0.08333333333333337	0.06200000000000005	0.03966666666666674	223.5
chr1	933769	933771	218	230	0.01949999999999999	0.01183333333333332	0.2785	0.01183333333333332	0.01183333333333332	0.2785	0.08041666666666666	0.04612499999999999	224.0
chr1	938104	938106	237	213	0.017000000000000015	0.060666666666666764	0.0558333333333334	0.1083333333333334	0.017000000000000015	0.1083333333333334	0.060458333333333385	0.0387291666666667	225.0
chr1	938865	938867	240	214	0.08350000000000002	0.021833333333333368	0.016833333333333256	0.08350000000000002	0.016833333333333256	0.08350000000000002	0.05141666666666666	0.03412499999999996	227.0
chr1	929167	929169	209	246	0.05966666666666665	0.20966666666666667	0.07266666666666666	0.002333333333333409	0.002333333333333409	0.20966666666666667	0.08608333333333335	0.04420833333333338	227.5
chr1	923590	923592	228	227	0.013000000000000013	0.058666666666666686	0.11433333333333336	0.09333333333333334	0.013000000000000013	0.11433333333333336	0.06983333333333333	0.04141666666666667	227.5
chr1	941224	941226	211	249	0.2393333333333333	0.06300000000000003	0.04000000000000002	0.0006666666666666903	0.0006666666666666903	0.2393333333333333	0.08575000000000002	0.043208333333333356	230.0
chr1	938141	938143	226	234	0.10200000000000008	0.06766666666666665	0.111	0.010000000000000007	0.010000000000000007	0.111	0.07266666666666667	0.04133333333333334	230.0
chr1	924938	924940	217	244	0.003500000000000003	0.2913333333333333	0.003500000000000003	0.025999999999999968	0.003500000000000003	0.2913333333333333	0.08108333333333331	0.04229166666666666	230.5
chr1	923710	923712	227	236	0.033	0.13899999999999996	0.008333333333333331	0.10866666666666668	0.008333333333333331	0.13899999999999996	0.07225	0.04029166666666666	231.5
chr1	923712	923714	235	228	0.21233333333333326	0.013666666666666688	0.012999999999999984	0.013999999999999985	0.012999999999999984	0.21233333333333326	0.06324999999999997	0.03812499999999998	231.5
chr1	923760	923762	224	240	0.18766666666666665	0.009999999999999995	0.094	0.0046666666666666645	0.0046666666666666645	0.18766666666666665	0.07408333333333332	0.03937499999999999	232.0
chr1	923048	923050	241	225	0.05000000000000005	0.05766666666666676	0.08333333333333337	0.013333333333333421	0.013333333333333421	0.08333333333333337	0.0510833333333334	0.03220833333333341	233.0
chr1	924190	924192	242	229	0.05466666666666668	0.03900000000000002	0.09533333333333334	0.012000000000000007	0.012000000000000007	0.09533333333333334	0.05025000000000002	0.031125000000000014	235.5
chr1	929422	929424	244	239	0.021333333333333315	0.1389999999999999	0.025999999999999912	0.005333333333333301	0.005333333333333301	0.1389999999999999	0.047916666666666614	0.026624999999999958	241.5
chr1	928126	928128	249	237	0.029833333333333382	0.007499999999999951	0.006833333333333358	0.014833333333333363	0.006833333333333358	0.029833333333333382	0.014750000000000013	0.010791666666666686	243.0
chr1	924330	924332	246	241	0.058666666666666686	0.08016666666666665	0.0046666666666666645	0.015666666666666648	0.0046666666666666645	0.08016666666666665	0.039791666666666656	0.02222916666666666	243.5
chr1	930243	930245	248	247	0.029000000000000026	0.0013333333333332975	0.08466666666666668	0.009999999999999898	0.0013333333333332975	0.08466666666666668	0.031249999999999976	0.016291666666666635	247.5
